ID,Content,Label,Sentiment
76,李四川非常專業，高雄副市長、新北、台北副市長，經驗豐富，又專業、認真，不可多得的人才，如果李四川是新北市長是人民的服氣。,KMT_Lee,Positive
77,衝衝衝傳承給蘇巧慧?  這是什麼清朝發言，現在新北市長是世襲制是不是?,DPP_Su,Negative
78,,,
79,新北市三角督 民進黨贏 藍白合 黃國昌或李四川一定贏。希望新北讓黃國昌出來選,TPP_Huang,Positive
80,,,
81,,,
82,,,
83,大家有發現嗎？要投那個蘇巧慧的人都說不出個所以然轉頭就走……,DPP_Su,Negative
84,,,
85,我也是新北人 真的新北變好一定要好好投票 國昌老師是最優選擇 他曾經幫消防弟兄勞工朋友還有運動員朋友發聲也常常揭弊那些濫用納稅人的錢的不肖廠商 總是站在人民的角度去想 讓他當市長新北一定會更好,TPP_Huang,Positive
86,,,
87,,,
88,有稍年長者支持國昌老師會很感動,TPP_Huang,Positive
89,,,
90,,,
91,大家能多看看黃國昌在立法院做什麼，一個很努力有理想的政治家現在很少見，希望大家能讓黃國昌有更大舞台,TPP_Huang,Positive
92,,,
93,,,
94,,,
95,宜蘭人支持為國家做事的黃國昌主席加油新北市民,TPP_Huang,Positive
96,,,
97,,,
98,國昌贏也 讚唷,TPP_Huang,Positive
99,看到這個頻道 按讚的人只有 1100多位還算少吧 希望能按讚到 一百萬 國昌穩當選新北市長,TPP_Huang,Positive
100,太帥惹國蔥老師,TPP_Huang,Positive
101,,,
102,,,
103,我以前看黃國昌也蠻討厭的，，因為我知道他骨子裡是綠的，跟柯p一樣，因為從他們以前質詢國民黨官員的態度就知道，相當苛刻。可是自從政黨輪替後，發現黃始終如一，才發現他是真的堅持理想的人，如果有機會能在路上遇到並有握手的機會的話，為我的誤會跟他道歉。,TPP_Huang,Positive
104,國昌老師 上車囉～！🩵🇹🇼🩵,TPP_Huang,Positive
105,得到蘇貞昌的傳承工三小,DPP_Su,Negative
106,,,
107,,,
108,黃國昌好棒 嗚嗚 希望新北人都清醒,TPP_Huang,Positive
109,,,
110,"2026年新北市市長：李四川 一定要贏、四川了末來、基礎建設,",KMT_Lee,Positive
111,黃國昌讚！理念正義真實在，為臺灣人民作戰保衛國家有實務必勝,TPP_Huang,Positive
112,新北選黃國昌才有活力，不然還是走回頭路！,TPP_Huang,Positive
113,,,
114,居然來到我家附近，我們全家6票唯一支持國蔥老師,TPP_Huang,Positive
115,,,
116,謝謝製作影片分享。 辛苦了！  黃國昌先生加油！  祝無良的媒體、 無良的人、 司法垃圾， 早日得到報應！  理性  務實  科學  心存善念 盡力而為  天佑台灣。 祝台灣更加美好！,TPP_Huang,Positive
117,,,
118,,,
119,國民黨執政太久了⋯⋯,KMT_Lee,Negative
120,看得出來，年輕人支持黃國昌，年老的支持李四川,KMT_Lee,Positive
121,看得出來，年輕人支持黃國昌，年老的支持李四川,TPP_Huang,Positive
122,蘇巧慧請回家跟爸爸搶掃把,DPP_Su,Negative
123,支持戰神國昌老師,TPP_Huang,Positive
124,新北國昌老師,TPP_Huang,Positive
125,,,
126,,,
127,,,
128,我的話當然是蔥哥，蔥哥邏輯好，又正義,TPP_Huang,Positive
129,希望能一個當市長一個當副市長實現藍白合,KMT_Lee,Positive
130,希望能一個當市長一個當副市長實現藍白合,TPP_Huang,Positive
131,你如果有智慧的話，應該選李四川，因爲李四川一直作事情都非常認真，而且是專業人士，非常棒。,KMT_Lee,Positive
132,,,
133,輸巧慧有辦法超越他爸爸嗎？騙神的部分,DPP_Su,Negative
134,支持國昌老師,TPP_Huang,Positive
135,,,
136,,,
137,現在的年輕人，都很有智慧了 開始選有能力而不是顏色了 所以年輕人選黃國昌的才比較多 李四川不是不好，他也有很豐富的實務經驗 但李四川可惜就是在於，他基本上還是政黨優先 當年為了攻擊柯文哲，把大巨蛋說成甚麼樣子 說柯文哲害大巨蛋不能開演唱會，結果半年不到，周杰倫去唱了 很明顯就是為了政治攻防說的話，不相信的話，我找新聞標題給你  大巨蛋辦演唱會恐卡關 李四川：被柯市府綁死 2024/5/31 （6/12  更新）  周杰倫4場大巨蛋演唱會落幕！喊「下一次別再隔7年」 歌迷淚崩不肯離場 周刊王CTWANT |薛羽彤 更新時間2024年12月9日,TPP_Huang,Positive
138,傳承她爸的貪污,DPP_Su,Negative
139,支持川伯,KMT_Lee,Positive
140,,,
141,,,
142,,,
143,台中人，但我支持黃國昌征戰新北市長。,TPP_Huang,Positive
144,蘇家的傳承就是貪污,DPP_Su,Negative
145,民眾黨加油永遠支持,TPP_Huang,Positive
146,,,
147,國昌老師真的很棒 拜託大家支持,TPP_Huang,Positive
148,,,
149,其實我原本對蘇巧慧沒啥意見的，不過看過幾場他在立法院的質詢，我真的不懂她到底在幹嘛 加上他老爸當上行政院長之後的那個嘴臉，印象差上加差...,DPP_Su,Negative
150,青鳥要崩潰了嗎,DPP_Su,Negative
151,我是新北人，我支持黃國昌，因為國蔥老師做事認真，總是能抓住重點解決問題、心繫民眾會替人民著想，不選李四川的原因是因為他太守本分，不會有所突破，就跟現在的侯市長一樣，平平無奇，這對新北市來說不會有太大的進步，民進黨的不用說了，甲賽啦,KMT_Lee,Positive
152,,,
153,,,
154,,,
155,,,
156,,,
157,國昌老帥就是帥.哈哈哈哈,TPP_Huang,Positive
158,拜託不要巧克力，景氣不好快生活不下去了,DPP_Su,Negative
159,只投國昌國師!!!,TPP_Huang,Positive
160,,,
161,國昌主席真的是很優秀的人才，謝謝國昌主席為台灣人民做了很多事情，國昌主席加油！,TPP_Huang,Positive
162,如果不是川伯！就是支持國昌老師,KMT_Lee,Positive
163,如果不是川伯！就是支持國昌老師,TPP_Huang,Positive
164,期待藍白合作，下架爛政府！,KMT_Lee,Positive
165,期待藍白合作，下架爛政府！,TPP_Huang,Positive
166,穩了 就算三腳督也沒綠的機會,KMT_Lee,Positive
167,穩了 就算三腳督也沒綠的機會,TPP_Huang,Positive
168,含淚投綠真的是當年最大騙局,DPP_Su,Negative
169,,,
170,,,
171,未看先猜 我大蔥哥,TPP_Huang,Positive
172,沒錯非昌不投,TPP_Huang,Positive
173,,,
174,,,
175,藍白看來很難合，一堆白的不投藍，我藍的，白的出來我也不投啦！,KMT_Lee,Positive
176,選做事認真實在的李四川，絕對不選政二代！,KMT_Lee,Positive
177,老人沒救了 被三民自洗腦太深,DPP_Su,Negative
178,李四川副市長，當初是韓國瑜在高雄當任市長時的副市長，當年幫助韓國瑜市長對高雄就做出了許多重大事件的助力，是一位很有績效很有能力很幹練的一位優質優秀的的人才。我相信韓國瑜院長，我也相信蔣萬安市長倆位用人唯才的眼光，我非常相信李四川副市長的能力絕對是我們新北市的好家長。我唯一信任、 唯一敬愛、唯一尊重、唯一支持、唯一相挺、唯一選擇、唯一的一票就只會投給《李四川副市長》更是我心目中《2026的中華民國新北市市長》！,KMT_Lee,Positive
179,,,
180,,,
181,,,
182,黃國昌是太陽花的出生又加入時代力量現在又加入民眾黨，這個跟他主子一樣投機取巧政客柯文哲,TPP_Huang,Negative
183,,,
184,黃國昌連柯文哲都跟縱做那麼都的壞事這種人真悲哀阿,TPP_Huang,Negative
185,黄国昌还是更适合在立法院，未来可以当法务部长，新北市长还是应该让熟悉市政的人来做,TPP_Huang,Negative
186,李感覺就是那種中規中矩的人（但求無過） 做副的可能比較適合（,KMT_Lee,Negative
187,支持藍白合來打倒民進党:就對了！,TPP_Huang,Positive
188,支持藍白合來打倒民進党:就對了！,KMT_Lee,Positive
189,黃國昌很棒，早就要表態出來選新北市了，眾望所歸,TPP_Huang,Positive
190,真希望國昌老師能來台中選，因為支持民眾黨在台中來說蠻多的,TPP_Huang,Positive
191,高雄人都羨慕台北有柯文哲跟黃國昌了,TPP_Huang,Positive
192,,,
193,"昌哥跟川伯都不錯,但是川伯年紀與個性(太老實)是個弱點,三角督我還是會選擇昌哥,如果昌哥不選就會選川伯,不管怎樣就是比民進黨的任何人選好",TPP_Huang,Positive
194,民進黨支持者永遠說不出實質的支持言論,DPP_Su,Negative
195,支持川伯喔，只要不是綠營選將都加油！,KMT_Lee,Positive
196,2:02 這個在供三小，蘇貞昌不就更大聲？？,DPP_Su,Negative
197,非昌不投，讚啦,TPP_Huang,Positive
198,我先生投李四川,KMT_Lee,Positive
199,蘇巧慧當選，新北就變光電廠了,DPP_Su,Negative
200,加油國昌,TPP_Huang,Positive
201,,,
202,,,
203,爸爸是蘇貞昌了不起噢！什麼政績都沒有，我爸爸是川普耶！,DPP_Su,Negative
204,不支持李四川、四川還是四川、不支持黃國昌、人家已經放話立委下來、他就有事了。這種（有種）敢衝敢說的人、不畏艱險、還在想什麼、就是他了啦！,TPP_Huang,Positive
205,不支持李四川、四川還是四川、不支持黃國昌、人家已經放話立委下來、他就有事了。這種（有種）敢衝敢說的人、不畏艱險、還在想什麼、就是他了啦！,KMT_Lee,Positive
206,黃國昌執詢政府官員，如果不大聲說話、官員都放懶懶的ㄧ點都不積極,TPP_Huang,Positive
207,,,
208,,,
209,,,
210,只能是國昌老師，國昌老師如果當上新北市長那些綠營議員就要小心了，國昌老師會把他們釘在牆壁上,TPP_Huang,Positive
211,沒想到黃國昌在街訪會有最高票的一次，這邊議員民眾黨蠻有機會的,TPP_Huang,Positive
212,,,
213,,,
214,,,
215,國民黨很自戀的，不可能整合成功,KMT_Lee,Negative
216,,,
217,支持民眾黨的黃國昌,TPP_Huang,Positive
218,難怪民進党一直不解決少子化問題 然後瘋狂的搞長照這塊 牠們這些爛步已經對中年跟青年無效了 只能死命避免年輕人出生，想辦法死守那不到40%的票 再把手伸進去教育體系，想藉此洗腦新一代 比共產黨還要噁心,DPP_Su,Negative
219,國昌老師加油！ 努力經營地方！ 路不好走要穩穩地走！,TPP_Huang,Positive
220,,,
221,年輕人還是支持老師多一點，老人的部分老師要多加油了！,TPP_Huang,Positive
222,,,
223,唯一支持川伯。川伯：加油！,KMT_Lee,Positive
224,國蔥國蔥！！,TPP_Huang,Positive
225,李四川做事很認真，聽了都覺得好空喔～又沒有出來選舉過,KMT_Lee,Negative
226,黃市長,TPP_Huang,Positive
227,支持國昌老師,TPP_Huang,Positive
228,支持國昌老師,TPP_Huang,Positive
229,我65歲 我選國昌老師,TPP_Huang,Positive
230,,,
231,,,
232,,,
233,,,
234,新北更好的選擇黃國昌,TPP_Huang,Positive
235,,,
236,"支持認真的國昌老師,但憂心如果藍白不整合，民退黨又整碗捧了",TPP_Huang,Positive
237,,,
238,因為我是民進黨。所以不需要有腦 高層貪污 我在做工還在笑系系,DPP_Su,Negative
239,黃國昌加油！,TPP_Huang,Positive
240,,,
241,支持黃國昌,TPP_Huang,Positive
242,好難選，李四川和黃國昌都很好，這2位都好!,TPP_Huang,Positive
243,好難選，李四川和黃國昌都很好，這2位都好!,KMT_Lee,Positive
244,2026唯一共識！下架民進黨教訓賴清德,DPP_Su,Negative
245,,,
246,藍白誰當選我都沒意見，不要讓民進黨撿到就好,TPP_Huang,Positive
247,藍白誰當選我都沒意見，不要讓民進黨撿到就好,KMT_Lee,Positive
248,,,
249,李四川非常專業，高雄副市長、新北、台北副市長，經驗豐富，又專業、認真，不可多得的人才，如果李四川是新北市長是人民的服氣。,KMT_Lee,Positive
250,全家投國蔥,TPP_Huang,Positive
251,又來了又來了，街頭民調只要投綠的幾乎都沒有什麼論述，都是投信仰的,DPP_Su,Negative
252,新北如果藍白合的話贏面很大。,TPP_Huang,Positive
253,新北如果藍白合的話贏面很大。,KMT_Lee,Positive
254,國昌老師加油,TPP_Huang,Positive
,十個政客九個騙，還有一個再訓練，所以川伯實在，昌哥有正義，都是不錯的人選，加油。,TPP_Huang,Positive
255,十個政客九個騙，還有一個再訓練，所以川伯實在，昌哥有正義，都是不錯的人選，加油。,KMT_Lee,Positive
256,1:39 蘇巧慧在立法院到底有什麼表現，最好是能講得出來。,DPP_Su,Negative
257,恭喜黃國昌當選新北市市長，，，，，，,TPP_Huang,Positive
258,,,
259,,,
260,,,
261,會支持民禁洞腦子應該破了 不然就傻了,DPP_Su,Negative
262,藍白不管誰上，第一件事可以拆除賴皮寮這違章建築嗎？,TPP_Huang,Positive
263,藍白不管誰上，第一件事可以拆除賴皮寮這違章建築嗎？,KMT_Lee,Positive
264,,,
265,川伯跟國昌都好，守住新北，不要讓綠的有機會！,TPP_Huang,Positive
266,川伯跟國昌都好，守住新北，不要讓綠的有機會！,KMT_Lee,Positive
267,從質詢次數就可以知道黃在真正做事，不要看黨派，誰是誰的誰並不重要,TPP_Huang,Positive
268,藍白一定要整合，不然總統大選的悲劇會再現。,TPP_Huang,Positive
269,藍白一定要整合，不然總統大選的悲劇會再現。,KMT_Lee,Positive
270,戰神昌,TPP_Huang,Positive
271,,,
272,,,
273,國昌老師加油,TPP_Huang,Positive
274,綠執政太久，政黨輪替 國昌老師有在做事，揭弊！為人正直！ 為了台灣，年輕世代站出來,TPP_Huang,Positive
275,,,
276,改變成真！ 謝謝民眾黨努力的各位,TPP_Huang,Positive
277,,,
278,感謝，支持國昌老師,TPP_Huang,Positive
279,支持黃國昌、全家戶籍遷新北市！,TPP_Huang,Positive
280,帥 好帥 國昌哥哥超級無敵帥,TPP_Huang,Positive
281,,,
282,,,
283,我是藍的，我的票只會投給國民黨；絕對不會投給白的。最討厭民眾黨和柯文哲了，反對藍白合。請民眾黨自己選吧。,KMT_Lee,Positive
284,新北人一般都會投李四川,KMT_Lee,Positive
285,,,
286,我發現支持民進黨的人大部分都只看顏色不看人,DPP_Su,Negative
287,新北給國昌選，藍營在其他縣市就很好選。希望藍營聽懂這句話！ 32：0 已印證了不是嗎！,TPP_Huang,Positive
288,,,
289,,,
290,國蔥快來新北當市長，這邊延宕的建設好多,TPP_Huang,Positive
291,國民黨在新北太久了想換民眾黨試看看 綠的就算了看了就倒胃口,TPP_Huang,Positive
292,,,
293,,,
294,,,
295,我也選黃國昌,TPP_Huang,Positive
296,,,
297,,,
298,棒棒的！國昌老師 加油.. 最好的選擇,TPP_Huang,Positive
299,,,
300,政策執行力川伯讚  選舉如戰場 國昌 讚,TPP_Huang,Positive
301,政策執行力川伯讚  選舉如戰場 國昌 讚,KMT_Lee,Positive
302,支持民眾黨科學，理性，清白貪污,TPP_Huang,Positive
303,民進黨不倒 台灣不會好,DPP_Su,Negative
304,蘇巧慧就不用出來白費功天啦！,DPP_Su,Negative
305,討厭民進黨成在野最大共識,DPP_Su,Negative
306,,,
307,黃國昌加油！,TPP_Huang,Positive
308,我新北，唯一支持川伯,KMT_Lee,Positive
309,民進黨在年輕人眼裡是厭惡至極 看來在過幾年民進黨真的票會越來越少,DPP_Su,Negative
310,李不適任，畢竟政務官做太久，包袱太重，容易被牽制,KMT_Lee,Negative
311,,,
312,不管如何，藍白在新北只能推派一人出來選，搞三脚督必輸,KMT_Lee,Positive
313,不管如何，藍白在新北只能推派一人出來選，搞三脚督必輸,TPP_Huang,Positive
314,新北 支持國昌老師,TPP_Huang,Positive
315,希望藍白整合成功,TPP_Huang,Positive
316,希望藍白整合成功,KMT_Lee,Positive
317,哇哈哈哈哈！笑死鬼！ 不喜歡黃國昌，因為他很衝！ 喜歡蘇巧慧，因為傳承蘇貞昌？他不是衝衝衝？,DPP_Su,Negative
318,蘇巧慧就不用出來白費功天啦！,DPP_Su,Negative
319,國昌老師加油,TPP_Huang,Positive
320,,,
321,支持川伯比較有能力川伯加油,KMT_Lee,Positive
322,,,
323,,,
324,,,
325,全能國昌老師,TPP_Huang,Positive
326,,,
327,,,
328,黃國昌，敢衝，敢做，清廉,TPP_Huang,Positive
329,,,
330,國昌老師是一個很有肚量的人，大罷免之前被民進黨欺負成那樣，也沒有記恨，大罷免之後仍然可以跟柯建銘化敵為友。台灣現在根本不是政黨惡鬥，是民進黨自己找別人來鬥,TPP_Huang,Positive
331,街頭派對～ 李四川、黃國昌、 絕不選蘇小慧。,TPP_Huang,Positive
332,街頭派對～ 李四川、黃國昌、 絕不選蘇小慧。,KMT_Lee,Positive
333,,,
334,蘇巧慧在搞葉元之大罷免時，這人很陰，其他藍白哪個出線我都ok,DPP_Su,Negative
335,青鳥側翼崩潰吧,DPP_Su,Negative
336,,,
337,,,
338,國昌哥上車咯,TPP_Huang,Positive
339,公正比民調出線吧！民眾黨理性科學務實,TPP_Huang,Positive
,一定要喬好，只能一個人出來，不然會爽到民進黨 因為早市的被洗腦的老人都選民進黨,KMT_Lee,Positive
340,一定要喬好，只能一個人出來，不然會爽到民進黨 因為早市的被洗腦的老人都選民進黨,TPP_Huang,Positive
341,,,
342,黃國昌 加油~戰神!!,TPP_Huang,Positive
343,,,
344,支持川伯,KMT_Lee,Positive
345,黃國昌不可能，不可能，不可能，要說3次，太年輕了,TPP_Huang,Negative
346,各位小草，一定要支持國昌老師，打敗李四川和蘇巧慧,TPP_Huang,Positive
347,我昌威武！文昌之治,TPP_Huang,Positive
348,,,
349,想到蘇貞昌過往種種言行 還真不會想投給他的人,DPP_Su,Negative
350,我們不支持貪污黨 不投獨裁賴清德那一黨 邪惡的民進黨，貪污官一堆，太可惡,DPP_Su,Negative
351,不會笨到要選在水庫上設光電板的那個黨吧... 國蔥為何每次都發飆?! 這政府做事做不好...又亂花錢...如果這是你的錢...你火氣不大嗎?!,DPP_Su,Negative
352,永遠記住：民進黨不倒台灣不會好,DPP_Su,Negative
353,川伯加油，國昌也要心服口服的心寬,KMT_Lee,Positive
354,雙北繼續給 KMT 執政真是太棒了，幾十年來最大貢獻就是促進南北平衡發展，為了讓南部縣市急起直追超越北部，為了整個台灣的平衡發展，就煩請雙北市民讓國民黨繼續執政，為台灣的未來和整體人民做出巨大貢獻。,KMT_Lee,Positive
355,必須要給民眾黨一個機會慢慢取代民進黨,TPP_Huang,Positive
356,,,
357,國民黨在新北市執政很久，應該要換黨做做看，我支持蘇巧慧。,DPP_Su,Positive
358,支持黃國昌，但是藍白合在新北恐怕還是李四川 但是怕川伯出來，馬上就被用輝達圖利去抹黑了,TPP_Huang,Positive
359,國昌葛葛上車囉,TPP_Huang,Positive
360,1. 如果國民黨切割台灣民眾黨，我寧可投廢票，也不可能支持李四川。畢竟我原本就厭惡李四川這類虛假包裝下的樣板。 2. 如果國民黨與台灣民眾黨充分互惠，即便我厭惡李四川高過蘇巧慧，我會按耐情緒，支持國民黨推薦的人選。 我高雄人，我就是用這種情緒投票，無論是大選或地方選舉，無論對象是韓國瑜或柯志恩。北部的小草只怕比我更激進，如果國民黨手段不乾淨的話。,TPP_Huang,Positive
361,2026在野需要合作，否則三腳督，大概率會是民進黨當選,KMT_Lee,Positive
362,"各縣市, 藍白瞧一個出來選就對了!!",TPP_Huang,Positive
363,"各縣市, 藍白瞧一個出來選就對了!!",KMT_Lee,Positive
364,2026在野需要合作，否則三腳督，大概率會是民進黨當選,TPP_Huang,Positive
365,黃國昌不敢選到底啦！現在在演戲而已！額….我可以很負責任的說…..我黃國昌選的上嗎？….都是賴清德害我的,TPP_Huang,Negative
366,以前都投民進黨，現在此生不投民進黨,DPP_Su,Negative
367,昌哥加油,TPP_Huang,Positive
368,我昌哥最棒！,TPP_Huang,Positive
369,把蘇家貪的錢打出來,DPP_Su,Negative
370,四川年紀大該退休，給年輕黃國昌更能改變新北,TPP_Huang,Positive
371,戰神!!!!!!!!!!!!!,TPP_Huang,Positive
372,只支持蘇巧慧，因為侯友宜不能再選了,DPP_Su,Positive
373,天啦，這些選黃國昌的全然人不看執政理念,TPP_Huang,Negative
374,大陸人選黃國昌就知道黃國昌絕對不能選！,TPP_Huang,Negative
375,蘇氏黑金,DPP_Su,Negative
376,藍白要合 不然重複2024的悲哀,TPP_Huang,Positive
377,藍白要合 不然重複2024的悲哀,KMT_Lee,Positive
378,黃國昌趕快回去綠營娘家去騙綠營的選票比較實在啦！把黃國昌這個騙票投機分子踢回去綠營娘家才是對藍營最有利的，藍營的支持者們好好想一想吧,TPP_Huang,Negative
379,民眾黃玩好玩的,TPP_Huang,Positive
380,國民黨在新北做太久了尤其是侯友宜擺爛爛的快跟尤清一樣該換黨做了。,KMT_Lee,Positive
381,有老師投老師、有川伯投川伯，一個應該主攻整頓、一個主攻建設，兩個都很讚。反正民進黨選不到就可以了,TPP_Huang,Positive
382,有老師投老師、有川伯投川伯，一個應該主攻整頓、一個主攻建設，兩個都很讚。反正民進黨選不到就可以了,KMT_Lee,Positive
383,我是支持黃國昌票投李四川，有一個受訪者說的很好；國昌老師的格局要去更高的位置,KMT_Lee,Positive
384,川、昌誰贏誰出來，不會有任何意見，打蘇小雞連滾帶爬,KMT_Lee,Positive
385,李四川吧 真的有經驗，有想法，有能力的市長人選。 但黃國昌是全國人民都需要，暫時立委繼續為我們加油好嗎？ 南部人的期許,KMT_Lee,Positive
386,川、昌誰贏誰出來，不會有任何意見，打蘇小雞連滾帶爬,KMT_Lee,Positive
387,還好 只看上一場 看到會難過 這一集有看 才會知道戰神是有能力拿下新北的  加油 所有新北挺藍白的 26年這一役 只能靠你們了 28年我們再整合集結所有力量 讓政黨輪替,TPP_Huang,Positive
388,還好 只看上一場 看到會難過 這一集有看 才會知道戰神是有能力拿下新北的  加油 所有新北挺藍白的 26年這一役 只能靠你們了 28年我們再整合集結所有力量 讓政黨輪替,KMT_Lee,Positive
389,國民黨和民眾黨共推人選就沒問題了,TPP_Huang,Positive
390,國民黨和民眾黨共推人選就沒問題了,KMT_Lee,Positive
391,希望四川可以跟國昌搭,TPP_Huang,Positive
392,希望四川可以跟國昌搭,KMT_Lee,Positive
393,,,
394,,,
395,,,
